customer_id,credit_score,number_of_credit_accounts,total_credit_limit,total_credit_used,number_of_late_payments,bankruptcies
67fd3501-6ef2-4110-b2b6-b19844c7fff6,793,7,47714.99,6315.09,1,1
e2b99c06-5928-4d78-83d8-e0e7985cc5f3,597,9,71854.01,9616.32,7,0
d05f4600-14d1-41c9-910b-5a259bb8f426,483,4,84339.54,55470.8,1,0
1db3a6c1-a920-4a1b-8ce1-2cdb39be09b7,711,10,76103.27,26457.48,2,1
959ed24c-38a3-4eae-beac-52682d14a646,817,2,73531.48,9978.22,8,1
c627fcfd-95ab-416b-bbd5-d9d409ce9c9e,710,5,48950.24,21133.12,0,1
efafebed-c698-422b-a08f-4651a8c99606,538,3,37340.27,11523.86,8,2
e815eb7f-057b-46ee-9bc9-97b8d4e644bf,444,8,57980.58,50889.73,1,2
d9835a54-8598-444c-9f57-69a15e826f63,631,5,94281.26,32040.59,6,2
f3f81e89-bd91-4f71-b1cb-ccd9536afbb9,683,6,67327.84,36417.02,5,0
e933073c-a518-4fc5-8af8-a4e85abe3b7e,404,3,60617.23,33974.33,4,2
fdc43cfb-39dd-4b4c-b1d4-a5c554a6daa1,606,10,28076.07,17829.76,6,2
cff40e21-fa39-49f1-b8a5-c1228ddee50d,832,9,55175.87,37450.76,2,0
d54cdcf3-dcef-456e-95fd-5332e8c0cbc6,441,9,68287.54,21750.22,0,0
f8b2b3ff-c7a0-40e1-92bc-04de5113cf7d,370,7,5014.82,1604.05,1,1
32f4e8ec-3537-449d-9ce5-ca537d344ab5,351,7,23839.59,12833.19,3,0
82141eca-df13-4662-bff1-6cf38f63dde2,391,9,56288.63,38024.29,6,1
1d0a2f8c-5123-45ec-932f-ccee75b34d64,832,10,92158.88,6237.35,2,0
6b9f8d94-a6d2-4e6d-96e7-3174ec390140,765,3,87729.67,86644.3,2,2
1b09fb16-dc71-44dc-b228-20022ea4afe7,646,6,90319.09,31632.11,8,2
8ad400dd-11a9-4ffb-8b0d-3ff32324a27f,639,7,79308.4,70386.09,10,1
19f2125f-277b-4cb8-bb8a-edce9d2421a4,471,1,84432.05,58287.9,6,0
4164dc9c-cc43-4045-9264-4519ce8eab56,849,5,5946.63,475.56,0,0
b34583e1-7b57-4256-a838-6b28dc41e4a6,692,5,73350.97,37145.72,6,0
a09c24c2-cadf-4ef7-a815-88f8ca244933,643,1,47132.16,27034.84,4,1
753d7176-545c-4362-9f5e-9592baa341cc,673,2,69021.99,44890.17,6,2
aede7db4-24c5-4ba4-b0e2-0839e1d0a658,339,1,94321.89,10059.93,10,1
d13a4cd1-fa06-4fe5-b13e-178c94939bab,321,9,94389.73,38886.75,6,1
d0255380-c1e3-4653-8501-d40950d072f0,361,8,61446.55,33364.38,5,0
6a5d2767-3d4e-48e2-ac54-e034e3df8387,390,4,6359.29,2444.12,9,2
04abe3f4-a9e5-4535-b08e-7eff6f03406a,501,2,22633.47,20666.4,6,2
35c8c4e0-4532-4ac7-b249-b7debdb653b0,487,2,11476.53,983.85,4,0
91f99d09-59a8-48cc-96a2-633565b3d552,441,3,31336.25,21255.99,3,1
5690717d-14ca-4ad2-b9ba-e008e5ec5f4c,728,2,68781.03,21210.53,8,2
e2de06cc-429a-41cc-aada-7764fa031aa2,616,9,73628.52,20302.87,1,0
84e1e006-dcb0-4f58-af2b-407fbe2ff2f0,571,8,84132.23,31656.37,7,1
67bc2b51-a316-4cb7-ae6c-df377a7ad5b6,782,2,18854.31,8717.56,3,2
1f61605a-8958-4acf-8702-e479528d02fe,369,10,5805.77,520.86,10,0
3e226f45-b816-4918-b11a-262a9491a1ca,406,1,73566.1,14830.61,5,1
f27f35aa-46e0-41f0-9e24-57255a60dbd0,344,6,52341.56,878.25,9,0
1539d33e-69f6-4221-8d2e-f553a27631e9,646,6,14061.69,12637.84,2,1
f40dfff9-0fad-47ff-90c6-0d017eb827d9,456,5,12865.02,9657.04,2,1
2bd6e4d4-6b95-4b2b-91ee-5a68f70c9932,714,9,22650.01,13252.91,4,1
2e9e1c85-7274-4354-b823-f4b6a85519b5,839,2,38392.64,16323.01,1,0
898505b9-8d70-4c89-9f6f-c708ae273cc3,734,4,18526.45,14564.34,4,2
eec6f878-56c1-4cee-9e28-13f6686e110a,491,5,9938.87,6702.9,3,0
e1f299ed-37cf-439f-afda-12549fa3d467,367,9,92081.45,88579.36,3,0
7b0382f6-195b-4845-acac-0455f47d95d1,840,8,12172.16,2135.28,3,2
e63f9817-f659-4650-878c-8e2ab413379a,788,8,53128.41,45748.31,9,1
2fd92d95-447f-473c-be74-5122e88b410a,617,10,46334.24,5055.3,9,1
52811b49-4eab-4b75-b3f9-eb707dd5931c,384,6,28982.19,24784.57,6,0
2838c81b-7f79-4471-9753-0a3119ae1378,433,4,50109.72,21920.93,3,1
bc7202e3-f913-44e8-a102-115241252fc2,669,10,18312.39,11553.34,2,2
0ecf8182-db32-4979-ba55-024a58cf0b88,613,6,15009.26,9550.75,9,2
6296c6b4-5f73-4fd5-8683-0c8c5b3ddcd5,634,10,95932.96,402.92,9,1
5fda7405-3f50-4e39-bd4a-bb7e0155c6f4,545,7,26147.43,15248.09,9,2
f541e312-a405-4eaf-a885-59bf17368d11,809,1,94907.17,38171.54,6,1
697fa948-2baa-4410-be3a-9bdb43ccdda8,718,3,2855.36,1612.26,8,1
0fab015b-a556-47fb-8725-c085b9c039c0,595,8,55179.46,3713.09,2,1
6affd11b-d94e-41c8-b530-84aa42c0bec1,539,10,37797.98,7778.55,7,0
5c5e7e47-072c-4f4d-aafc-cdab7a08a749,746,3,6413.77,1170.71,10,0
aaff04a0-10be-4161-aaad-84211349ba1d,700,2,33705.96,16381.12,1,2
06affe50-af33-43aa-aecf-8b308e70c5ee,541,9,57150.11,8184.77,0,2
a990cc66-d4be-495b-8ba6-71d5938c1e2e,430,1,10380.0,1641.55,10,2
99018d3d-c445-454d-98c7-483f250ede19,752,10,35050.31,12286.67,9,0
89631762-5827-4ef2-bfbf-f5ec0d75022e,590,3,9290.15,2238.3,3,0
823ec0c1-4f02-4923-9a58-6c53c13d7a9c,550,2,25288.43,6148.63,9,2
d25b6e43-30a1-4e3b-bb38-b7bd5f8da3a9,833,8,71659.84,30998.07,9,2
0e8d90cd-a163-4c9b-a641-aef70168a8a3,627,3,21954.17,3408.67,4,2
050fbaca-9239-4fa7-980f-1373b76f57a1,357,10,88925.04,33877.59,5,1
537c9406-2574-4dc7-981a-04a23c170e49,491,3,3983.72,193.05,4,1
87e38d0c-2903-49c7-bc5a-e1c57afdcf76,759,10,25363.26,5850.29,10,1
76971846-99ed-4001-90b3-bdeb6ff41449,397,5,75717.78,30459.62,8,1
a3f9015c-d885-433e-8ee7-907eea65225a,491,1,68266.55,29710.51,9,0
04692706-9dbb-4f5e-89cc-acf289faca5a,350,1,62925.82,6672.66,0,2
92d001d1-3859-496e-9c97-10c9d7fa054c,484,8,75036.15,11830.45,9,0
4c3541c7-40ea-41cf-a86a-eed2efd251c9,578,8,5334.99,477.83,7,0
4e818f50-64b4-438f-aa3f-120530e70a1d,728,3,33053.74,24176.6,7,0
22e2b865-4688-49fa-91c6-7f2cfae92969,566,10,75209.88,35599.67,3,2
06a90480-6bd9-436a-ad01-1202d83e2b53,701,4,45327.21,9762.72,5,0
2fcb0806-5f47-488c-abc5-7192c9898c92,698,7,23463.21,16290.35,2,1
cc1a92fa-31f1-42b4-b737-57fd671848d0,476,1,24507.72,3063.47,7,0
02cefc3e-e2b0-4769-a060-08f6724cdace,655,2,56827.38,4877.98,10,2
4d35fc12-f188-426e-99c9-d6840f70d4ba,439,6,1995.16,681.12,5,0
0685dfd7-29c3-4494-a929-a0e9fa6ea3f3,700,5,54034.1,25398.51,6,0
3e3475dd-b0ea-49b6-a3be-20b5a681b904,345,6,82343.45,71195.84,7,2
8c582109-369b-4053-aacf-5ed86f845246,450,5,74443.18,48677.25,6,0
7a7b7e4a-825d-45be-9577-14d36eb46760,684,5,87794.69,76421.97,10,0
421a231d-08b9-4d1d-82ac-0e2b0ae8cba0,682,10,92931.39,832.13,2,1
17d7374f-335e-4909-84ac-f15c4dd05d9a,586,4,30470.61,14098.39,4,1
891ed5c3-9ab0-4066-bb5e-c53d615ae458,521,5,15594.57,10956.36,9,2
11dc9973-cd57-4515-b90f-c0e1ccd56f9a,830,6,21963.97,18179.95,4,1
4ff5a566-0f08-4313-a418-fd794dc64941,576,4,91914.41,50935.34,5,0
afbddaae-0583-40ce-8ffc-fee2e47e001f,624,1,36223.64,9013.62,9,0
6d9e0682-01de-4c27-b7d7-c1537671a06c,402,4,99179.17,48434.0,2,2
ba5f9fbe-0925-4730-aa48-b736cc7e0c27,679,5,51498.14,15158.41,2,2
d47df7e0-732d-4609-91d9-5998483cb42d,415,2,38231.7,10104.8,0,2
2d38e4e3-3a50-4880-9c4a-36841c92d49a,367,2,49466.46,14498.49,6,0
37e819e4-c139-4c85-8af7-21977974d4ea,746,7,81142.32,38514.58,5,0
364e96d7-54bf-430a-92e5-da91dc017d11,572,1,25826.45,8889.08,1,2
139e730f-ce6b-480c-a7a4-4492fb7dd286,353,4,32032.84,623.97,1,2
7046c404-8ad7-493b-9fdb-7c9da68b2793,832,10,93849.66,11639.05,0,2
8fb6eb11-0681-40df-a634-7084b3e3ee3a,640,3,98601.42,69183.93,1,2
562eb79e-90c1-4d4c-9699-9a6b1b15b55f,845,9,72000.89,15815.27,4,1
0ecfd4f2-7cd8-4fdc-aa18-2c5a383ff382,652,1,78256.04,77342.42,10,2
42c3c1f1-a5d0-4660-9f86-c22fbc2ba7e0,648,10,61033.44,20599.35,7,2
52b2177e-cbe6-4cfd-95a9-27d21669b391,573,3,26455.25,24950.13,9,0
da8e8c93-c48b-4b88-8baa-13fb732bf263,744,3,59820.37,48768.24,3,0
e6ae7a35-6dd5-479d-bc98-b2c572ab6fbb,820,1,12996.17,12817.43,10,0
84d18b4b-ade5-4231-9d14-f9d2ea686183,615,1,80330.42,18491.32,1,2
96ee5453-896c-4050-ae47-9a69f361044f,660,4,61940.82,27269.09,5,0
f6caca71-caaa-4b9c-b2cb-aa48e328b5e1,765,8,24034.14,4684.45,10,0
def043e2-6466-43bd-a2b0-9d1182ae6137,848,8,33359.97,14205.9,5,1
7d71f4d4-371e-4392-9e53-a27ed4d43959,359,9,26874.85,21397.19,9,2
52e6456f-c148-42eb-8890-500242f038f2,543,3,4696.22,2535.4,10,1
f8e5ddda-98b5-4477-95fa-6eb38b439454,810,1,85028.0,82032.62,1,2
5f31480c-76e0-4435-82a6-b035c9a87740,796,6,34488.38,20241.37,2,2
2e4d1ed1-05ec-4810-bde8-b3144e8ec82b,719,8,43081.15,42014.47,7,2
8f1d4aea-17b2-40b0-8ede-a37188c8945d,503,2,9774.18,8993.24,2,1
0b6a737a-c98e-45d4-ae2f-341d2628b6ca,503,6,67182.68,64750.94,0,1
0acf3c0f-b235-4902-9a34-ecb84c6b6a63,487,10,85507.93,64103.57,7,2
df57348b-a803-4399-9ea7-ea85a7bc5cd2,530,1,40927.95,26013.02,6,0
51734b53-63bc-4f1e-a194-1e343648c849,683,10,82212.34,6661.53,0,2
52c1895c-671a-4596-8269-b1b94efec2fb,428,10,93158.96,8381.24,1,1
a4efabc0-7b18-4432-8350-5ba715a533d1,364,3,24793.83,5631.94,3,0
29fce673-b10f-4a6d-8902-8294ba4bd3f2,511,10,81744.41,73026.38,0,2
f7b0e0d3-d30c-4adb-bc61-a705842b41f8,700,4,9910.1,2678.5,3,1
5afec0dc-36fd-4064-b64d-571a6688d949,643,10,59229.01,30076.29,1,0
8a0466c7-3fde-4edb-9736-ee1c7595df90,618,9,3175.8,1815.01,8,2
6ad54817-6233-4840-964d-bad5e3dcd225,674,7,22706.9,11619.06,2,0
148214d1-81e2-49c3-af7f-fbc4ae9f54de,385,9,39932.11,18962.89,6,1
e6f16214-5997-493e-8a2e-f0414abe47d0,485,10,61270.62,40978.25,8,0
5bcdfed6-f60d-4f68-8069-d433fc45e667,423,5,55221.53,32611.86,1,0
181def02-3fe1-4ca5-ba80-9b751518d81d,332,9,74469.43,45902.36,5,1
ce8d5372-4dcd-4bde-b0a7-bc01ca994fcc,630,3,51698.66,25941.75,0,0
d4c63589-6465-4b40-b22e-b8c004915b52,455,10,58929.78,45085.4,8,2
d3381401-d03d-43cc-9204-beb7adaa9a5a,443,2,85932.88,46727.38,7,0
9d32dd7f-9715-441d-b134-2f79a9dfddf4,757,5,63590.13,46701.26,3,1
543c3d58-50f6-4661-a22a-8e931c50fffd,683,10,27365.69,10059.04,1,0
d346eb22-c3bb-40a5-81d9-1658093c9f6f,780,7,17490.97,7358.28,0,1
86077b66-212e-4964-97ab-f6f6b7ab6f02,341,5,52779.35,43666.41,5,0
e78551dc-a230-432c-b9b8-c430e5205b15,331,10,32044.87,19278.04,4,1
2bb98a67-e5c1-4e4a-8822-43358a992103,610,10,74957.38,65219.01,1,1
6f845f72-aa27-4096-a391-8ada6c8bd50d,524,5,85117.49,5923.28,4,0
7adde0bc-e771-4eea-9a6f-205700cccb9e,550,10,37121.64,29142.08,6,2
cd22804c-f2ef-4df0-a547-0329f344bf63,493,10,15154.74,8694.46,3,0
92f45819-b603-425f-972d-e239eaebfda2,835,1,28874.63,16340.22,0,0
6f9cedcd-f6c7-49da-8c23-a37c76b07169,325,8,9877.93,2264.63,9,0
75fc1891-84a6-4fa4-bc3c-41bf426b095e,596,4,36928.7,7615.04,8,2
c1a5fa31-18de-4c6d-a2d5-b595d56c0ec6,437,4,67465.61,38557.47,5,1
f228b65a-c3eb-49a6-b25b-8fe1aed09866,523,8,66790.85,63561.62,6,2
9dce131a-89b0-4abe-8387-e5262b9296df,307,7,94061.71,93230.75,1,1
a991726b-f52f-4b7c-9a7e-cc01492861a8,561,5,70978.6,38332.49,6,0
a8d24f9c-0a4f-4499-81cb-a08c9482fd44,541,4,50292.62,12291.01,10,1
0e91fedc-0c06-4b16-984c-d9870e3ce7c1,549,6,15033.16,372.58,6,0
c78e4ebe-fc7b-40b5-8259-828066d2bb4e,661,9,87090.7,5484.62,0,0
1a0d3b7d-752f-4094-b65c-91fd30593633,748,10,14833.87,11196.5,6,1
50a7708d-dfc4-4674-ab82-aacbd8a63a8d,820,10,58628.44,16631.66,6,2
e3707f63-3cc8-4b1c-807a-151185ff6d8f,643,5,48825.77,3091.72,8,0
dc785b94-5e70-464a-b0ca-1925a6519a0f,685,7,89266.73,23564.92,7,2
48dbafb2-9ec8-4aa7-964d-81f6107fcaaf,784,2,67140.55,20896.64,9,2
623236e4-0aa3-490d-834c-54bfcf75a7b7,595,6,40042.39,5863.57,0,1
dfa86c60-1c76-4928-a1f1-3d2ea2ecc438,585,1,71020.28,10505.01,4,1
b61a1d31-0fea-4f9d-bad4-35c020873e0a,573,1,60323.68,49782.62,6,2
1e40dc2e-0e10-4a9c-99fa-54cc566cb33e,334,7,71825.96,35504.78,8,1
cb68f7bb-762c-4348-a211-99bcfb4518be,472,10,60404.58,34273.94,6,2
e8e09fd9-3418-4e40-b13a-f33209afb2bd,638,10,78269.83,71728.82,1,0
d7f74c22-4289-4a36-b7ff-f046593df9a9,505,4,35999.25,23357.12,6,1
9b6c5d01-7089-4c33-9ed6-4547b8bb21a1,378,6,40782.54,34548.16,9,2
572b0866-412b-4fdc-8a1c-c6fb80c8bd08,529,10,42767.14,28264.9,4,1
8dc9b718-e7f5-4b50-8955-86f1aa4514a6,483,6,15152.21,2279.29,1,1
c583caa0-68ff-4a22-a4b5-a6a31c9a1dff,702,3,82101.42,36978.86,8,0
8b0c6876-3061-4190-8fc4-db9a9fd5196d,433,9,8440.56,1976.34,10,2
96b343b0-c5ad-4a1d-9cb4-acb9bfeec90e,815,5,96910.75,65218.18,0,0
4b1b3572-f841-45d6-ad7b-24422cb94305,473,10,67421.38,12454.47,1,0
c5a9a077-471a-4364-a1ad-4dda2f608d3e,820,7,98617.91,89005.62,2,2
deb283bf-340d-4d0f-bb41-9b6a48883762,357,10,5175.24,2702.11,10,1
5922c424-5ac6-42a3-8e12-4d954c5c70fc,310,6,59395.51,29283.11,3,1
7de39792-d931-4f48-80dd-9403225f6887,304,9,83697.7,2102.83,10,2
4fa6f457-32dd-4742-8e60-5498e917e355,809,2,83827.11,66260.7,9,1
d80a6d97-6d26-4c99-a659-97d352a031fe,679,2,18688.39,4288.22,3,1
b6fc1cc7-02ec-46d8-8768-50d55def9a6e,780,6,39435.01,23098.12,6,1
c32807e0-50b3-47fb-89a6-16a135f22970,733,5,73863.97,63086.85,10,2
a87f77d1-dc19-4af9-83a8-015b9f5ffc1d,649,2,68343.61,63112.76,3,0
98a16371-3ad4-40cb-9849-3c569d1a9a65,713,9,24405.27,19535.13,10,2
4099a502-ec46-47e4-91f2-b0b8627915e7,709,3,79377.52,69749.67,3,0
47cc46da-4105-4828-bc00-ef5315a575a6,817,7,92088.15,51825.56,1,2
a0f14807-1c81-4a42-b50a-ec403a20ae7b,801,10,2867.34,206.42,1,2
31ba9ff9-c18e-4b90-aabb-a2d9b19a5b16,667,4,87187.93,8562.69,7,2
5304045a-f752-427e-b668-46f724ed1ff7,825,1,3116.0,3046.89,6,2
38f81449-f8ef-452d-acec-b6025c56d7ad,617,10,47798.65,20111.63,5,2
7f4e287f-6c5a-41b5-9158-214f04b648ad,565,8,85554.44,14780.72,5,0
63073851-8c21-4261-8cfa-af807bc998d3,329,9,99085.29,6344.36,2,2
abc476bc-a2d3-4e74-9701-6fc32c2c7e7c,539,5,4004.18,568.32,0,2
3014dd80-d5da-48a6-83c4-e71e7f1e8bce,783,10,82257.38,8931.47,5,2
b66c7a31-52b9-4f09-bf0c-8ec008b8a22d,302,10,83463.13,23535.14,1,2
efebf03e-659d-422d-b68a-6d4f10d36caf,516,8,70346.32,48230.43,1,2
1ba2e131-4580-4d9e-aabe-146b2b8821ea,303,9,44998.72,40299.52,3,2
b4fbcab9-e986-495d-b274-7b9a3c09a07b,544,3,62107.31,34956.77,10,0
045f4247-7ff0-4e93-a7dd-f1ee9ef6a71d,467,7,29201.08,19857.82,6,0
6d6b30c4-1a2f-486b-9df3-bec82c7670c9,813,5,98663.89,55600.2,4,1
d839be5f-a54d-4977-a35f-a03f5e0e6865,377,2,41548.45,12953.88,1,2
231d8d60-c49d-4904-a88c-d80e5fe9cee9,551,8,95181.04,38383.04,4,2
635bffd4-fa8a-4d1e-b1bd-a0afb2aa14f9,712,8,19920.8,8153.8,9,1
96319d36-95f4-493c-a5c4-2f9455e86c15,834,7,96494.77,83106.84,3,0
2294ceb6-f3b6-4c98-98d4-7a5ad2f6d6ce,692,10,20248.86,17728.58,3,1
13ce45c3-413b-4d4e-ba3e-b31d268a685c,410,6,75141.11,64596.36,7,0
37f85567-e590-477d-ac3b-37581ca8882c,316,5,85388.82,75069.13,9,1
022a1b10-ca84-4e7c-b8d4-c684e06ecad4,785,5,69719.38,39663.28,5,2
3dbfd4b6-90a6-4f16-8fef-b712965b1477,578,7,48478.73,1233.44,6,2
1bb23808-6dc8-408c-9437-a6017cfc42e4,577,5,79052.26,32516.85,10,1
9450514c-59fa-4d6a-8cb8-8a657a081f86,606,10,27173.05,25471.49,0,2
78b10204-8c7b-413c-9e30-21dc38c77a34,838,7,43564.25,39666.65,0,2
3ecc2cf2-6d09-4b95-b54d-ed4f2d33993d,753,5,4458.61,2451.04,7,2
ea51f19e-c57a-4a37-bd45-083fca01c1f9,303,9,51943.26,35150.66,4,2
1ec0d3fb-925e-45f4-a933-c852a43f5121,423,8,10128.77,863.3,7,2
d6e1cae3-cfd3-4f4c-af76-2052bebece2f,319,2,29048.92,1293.88,2,2
b1312188-a293-48cc-a978-1d5b77c03d76,419,1,48933.0,18214.18,4,0
bd200943-354a-4791-b310-20e4df4052e6,522,5,65189.94,20290.6,4,1
9e3b5e4e-d8e7-4538-92e9-57c605d93b20,357,6,70321.2,24059.2,8,2
2fba5d8c-bba9-4268-b8ed-deac2d469d69,493,5,38583.03,35894.64,0,0
41978831-5701-4f43-bf0d-cf0c54616797,788,8,11111.09,6049.77,0,2
86c26ae7-e990-46cc-b1c6-cf998f11d61d,715,1,99395.59,80970.38,10,2
0cadbee6-1d1f-41ed-8245-108d52741f54,365,10,47594.36,34345.02,9,1
bc2225c0-5a11-4028-9a7d-4fb9c55983e4,338,1,51064.21,34618.18,6,2
f78ce2b4-3f82-4630-8ff9-f81b8d3ac5ef,384,3,60928.71,48830.96,9,2
0e07f9cb-cf7f-44ac-b795-d7d9b89d7994,376,6,18029.36,17427.46,4,0
1b437516-8e01-4a28-8a81-57b950529755,557,5,4595.04,2618.49,10,0
51398aea-0af8-480d-868b-ea8dcaaee27b,704,4,70032.44,57354.66,1,2
0fec1200-6c40-4463-aea3-728f02746bff,670,5,16874.51,12570.9,6,1
7f3605d3-50f2-4189-bba4-e319fe6be767,553,3,52840.19,13306.42,5,0
beb863f7-3c21-40b5-ad2d-0ac65d7b90ce,816,10,78233.32,26639.33,7,0
6db3855a-621e-4c4a-b8ef-d2a70bca6a24,605,5,9463.73,7407.6,2,1
f25a5df3-0ae4-43b9-91b9-bd69d813eea9,485,9,30818.11,24509.58,9,2
acb3d705-a54a-478f-bcfa-ce45868ffa0d,496,10,41362.04,20970.23,7,1
78bfee4d-bf29-4233-9c9a-c3e01d42d704,606,7,25832.79,10655.73,2,0
a5d4f6e3-33d5-4857-b279-2b5abe780f35,590,2,27105.77,20330.88,7,2
f2045279-f614-4daa-83b7-4e122f691b60,689,7,35683.83,4355.48,9,2
1cdb84ae-c71f-47db-ac80-577d7bddf498,325,2,72456.84,53389.6,4,1
bbee6dd2-3218-4513-809d-3026101c849e,699,5,92942.0,45826.84,2,0
9fa45df4-f90c-4837-96ab-d55122642e00,735,6,33101.85,31624.42,8,0
4ec0e10c-67a4-4a89-840b-16ff75682e24,609,3,41223.74,39876.03,4,1
ec01b372-4bb6-4a33-8f9f-fe40b994db4b,447,4,24423.4,10922.53,5,0
fa0d3601-fa00-4449-96a3-83ba24dc1ff7,434,8,6023.03,4029.87,3,0
da340702-a31f-4222-a22b-bad8efb3602b,576,8,4701.32,2661.38,7,1
5303c415-4fda-4388-9368-cb4c6323bf40,408,6,78576.54,77622.27,6,0
4eb19602-ed3e-4f30-a68b-06988e70505a,834,6,30324.52,27433.06,1,0
120ae87c-3e56-4fa4-81cf-0562794f217c,342,1,79758.69,5202.34,9,0
8783b09c-878a-433a-b2f8-ec92bea7b3d8,774,9,76118.89,61271.23,1,2
cba369b6-6791-41a1-b394-c5a1dcf5eb4c,379,4,22121.0,15360.46,0,2
ef4d18a6-61b2-454c-9409-84e2bb1271d3,551,2,85600.33,60754.72,8,2
b7e3f247-5ccf-40f5-b117-c19c9782a7a1,491,10,49340.22,15397.23,6,0
8ee27de6-d7b6-4f79-bb7f-a1189d4a39b1,689,6,29273.57,3010.56,7,0
da5d78af-6b9d-4aad-9cda-b00992d2d09c,766,8,62735.13,60726.07,2,0
688f8cde-e850-47f2-8e3c-f92d84781e70,759,5,76358.87,64547.38,2,1
dc987df3-5abf-4609-b994-4176a0b214c1,367,7,50097.56,21879.71,2,2
7a57f8bc-461d-4df1-90b5-5556e820acf5,488,9,70726.54,22091.46,6,0
2a3f7780-47d4-423e-b41c-879b61eaf979,374,9,51209.8,1808.73,0,1
7eda485c-d245-437e-a872-b18267dca0af,521,7,51232.71,26826.39,2,2
5aa4c9ab-78d8-4cf4-bac5-ddf136f5110a,817,10,66737.83,56918.75,1,0
063df7ff-a215-4ad6-b966-39279856cc2f,717,1,28918.1,24789.48,5,0
7aa63a2a-fc1f-47f3-acb5-21fe1c01c590,577,2,61824.12,29960.2,9,2
86e60dfe-5fde-4909-8794-9743690fe156,448,2,59614.51,36184.31,10,1
769a607a-aef3-42cc-a21a-430076b9b9ad,791,1,75434.08,60048.84,2,0
a23b4bfa-0604-4351-9a72-6b2fc1cbda2b,651,6,86173.05,64369.35,4,0
1b8bbf45-9912-42b1-87ac-5f8982c30178,345,2,98250.66,19828.67,7,1
394c1b2d-f0a8-4e2c-bc35-c751f4139cfe,543,4,87844.52,16509.69,5,1
eb413d9d-65a2-4096-90c6-c2f481187b29,682,9,60136.32,18962.49,8,2
27a8a85a-30ad-4802-8cc2-0dfc1f858627,597,5,22667.67,19940.06,9,0
ce7525be-4db3-4f7f-9228-79c8d6a598fb,650,7,76596.44,7196.12,5,2
ed2432c5-36d6-4690-8f8a-36c7a37515e7,444,2,85233.72,42345.91,5,2
6a1260e2-334f-458e-82b6-6a8a493479c6,694,1,39158.97,16542.56,4,1
2f40e616-c7c3-4209-a8c1-07186a320b11,317,7,16275.01,8111.32,3,0
d879d3ec-9c0d-4004-9c22-6d51c4105c24,501,8,60873.95,10745.37,0,0
250fb1ed-b09b-493c-9aaa-0b3a114ce7c6,597,7,33538.93,17594.39,5,2
2efaf2b5-f8a8-4348-82e2-9c160a7b3a6f,631,4,27549.32,26650.76,10,0
a1fe0215-acf8-4c14-8905-38ad0e82b1f7,849,10,74785.29,40041.43,0,0
cd05aba5-c862-4ba2-9908-bceecf9b94d0,579,4,65521.82,41970.46,6,1
ed096211-8b0c-4326-8a0a-707392b83f0f,504,9,13994.26,2790.03,6,0
1254cca3-97a4-4cc7-8fe5-e32c37243184,628,9,87198.14,7306.2,9,2
df9ab1b5-a2ff-471d-8129-6b5814d79bf1,615,5,56924.32,7482.49,2,2
e5bba499-6294-4669-9fde-4d7773a4d9ad,648,6,62463.3,12613.14,8,1
0144511a-bab3-4536-9449-d80690d90511,595,9,15065.16,12814.28,7,2
139d0f01-defc-4b05-b500-fdaed776d785,316,7,80302.74,43743.18,6,2
1eb9c5a9-146f-40ef-982c-c5b727672e80,712,4,77426.82,28643.11,10,1
bf9437c9-2478-4f6f-9c66-55790751fd28,330,7,35689.17,27694.39,7,2
a7bed013-1fc7-44f1-87ea-b896b511cd04,454,1,66891.6,58755.44,1,0
d5880c67-bd9c-47f2-8078-2f32520c709a,553,5,44473.87,24323.21,10,2
52a4609a-84f7-46af-9f14-08ff533a2800,735,10,4688.93,3336.19,7,0
e100ad2b-f9ae-4aa9-a4ea-eb02477497ce,602,2,29005.37,23748.08,9,2
7cea8fc1-6ed6-420d-9cb3-77ec3d6a7c62,342,6,35491.92,30845.42,4,2
501e2ebe-9c1c-49ec-8c0e-5d9dd313696c,536,4,70723.38,12984.17,9,1
88c2cae6-5fd7-4334-9d60-b5abec754853,386,10,84820.22,54240.18,8,0
1405cd18-91d6-4a1e-bdd9-3ff873edf228,329,2,98874.36,47132.67,7,2
483a1c12-c6b0-4133-8a05-afb3eea81aab,375,5,49705.31,10440.99,3,2
c3c9136a-a721-41c7-95be-341cccf90c75,848,3,49487.76,31255.46,9,1
c2c14d81-6b3d-40a3-83a5-721d839920ba,740,1,53967.13,46820.8,8,0
fcb09b8a-2a09-4586-bc69-d901cd5d1a3a,312,10,45642.98,15778.58,4,1
6b276578-341e-4cb5-85a4-ff7318fb958d,440,10,34780.07,4942.43,5,0
2c81fa81-042f-417c-aafe-05b299e6f46c,398,6,35647.13,5280.01,1,2
33366a38-904f-45ae-8fc6-7647a22c75db,751,6,95625.96,90477.35,10,1
e952ad73-2ad3-471a-89c6-9d4701042f50,553,5,65269.77,40696.13,4,2
ca0cee22-1b4e-4d23-832b-664fc55fa8b9,837,6,36542.24,20798.74,2,1
67fb2d84-749e-4c15-b282-91fb281032fc,765,3,36656.31,1304.33,6,1
dbaf8050-1274-4fd8-87f2-1f600b6ea76a,421,4,32529.12,26444.73,1,2
9aa7786a-1c76-446b-8250-874f5002cf2f,562,10,25004.91,14944.92,1,2
4ff0cf27-f1b3-42fb-b464-a759ea3ddd6c,690,6,4952.08,2983.02,7,1
956f6f47-628d-4e28-bc67-32e43984a4ce,780,4,91352.54,14131.46,9,2
